"A32422-019_L4B1_BST_V1P0_S0_1" "BST_V1P0_S0" "A32422-019" "A32422-019_L4B1" "1" I
"A32422-019_L4B1_V1P0_S0_2" "V1P0_S0" "A32422-019" "A32422-019_L4B1" "2" I
"U2A5_GND_Group" "GND" "IPD031-201" "IPD031-201_U2A5" "AP23" I
"U2A5_V1P0_S0_Group" "V1P0_S0" "IPD031-201" "IPD031-201_U2A5" "AD14" O
"U3A1_BST_V1P0_S0_Group" "BST_V1P0_S0" "G43225-001" "G43225-001_U3A1" "36" O
"U3A1_GND_Group" "GND" "G43225-001" "G43225-001_U3A1" "5" O
