"U2A5_GND_Group" "GND" "IPD031-201" "IPD031-201_U2A5" "U35" O
"U2A5_V1P0_S0_Group" "V1P0_S0" "IPD031-201" "IPD031-201_U2A5" "V20" O
"XW_XW_GND_2" "GND" "XW" "XW_XW" "2" I
"XW_XW_V1P0_S0_1" "V1P0_S0" "XW" "XW_XW" "1" I
